,reviews
1876,"Really love these squirrels, they're really adorable and so cute. Also dispatched right away and arrived in a cute little box. Would be really nice as a gift"
1877,"The earrings are perfect!  They arrived quickly and because I had marked them as a gift, they were even wrapped in Christmas paper with a ribbon.  All I did was add a tag and my niece loved them!"
1878,The bracelet exceeded my expectations. Will definitely buy from here again :)
1879,"they are AMAZING! feel super high quality, and come with two earring backs. i ordered a couple things from the shop, with this being for myself and the others gifts, so i recommend that if you’re buying multiple earrings for different people to try asking for different paper for each pair (what i wish i did!)"
1880,I love it!  It has a very calming effect and it's beautiful.  The quality is great and the service exceptional. I have ordered a number of bracelets from apartment020 and love everyone of them.
1881,They’re so cute! Just like the picture :)
1882,Ordered a custom bracket and was very happy with the final product. The seller was a pleasure to work with. I would definitely order from this shop again.
1883,"Perfectly crafted sparkling star earrings for my teen niece. She loved them, and I love how beautifully it was wrapped and boxed! Thank you! 💜"
1884,"I got these as a gift for someone, so can't speak to using them personally.  But the shipping was quite fast (considering), and they look great.  They are smaller than expected (less than 1cm) but I probably just didn't read the measurements.  Overall I'm quite happy."
1885,I believe the service was truly exceptional....communication was a awesome and I do appreciate the effort made with my custom request....the design exceeded my expectations and I plan to do more business in the very near future...I highly recommend this customer...
1886,"It is gorgeous and looks nice on my arm. I like jewelry I can wear with everything....casual, formal and informal. This bracelet works. The energy is amazing. I cleansed and energized it in my selenite bowl. Thank you."
1887,"I am in love with this bracelet, i wear it everyday! The owner is really nice too. I will definitely buy again from this store :)"
1888,"A solid, very clean cut. Perfect size for me, I love these crescent studs!"
1889,"Love love love!! These moon earrings are now a staple in my wardrobe, they are beautiful. Definitely recommend to anyone looking to purchase them!"
1890,"I love these little earrings! Christmas gift for myself. Great customer service too, so that's a giant plus!"
1891,I mistakenly thought the bracelets had not arrived. The small package had fallen down between other larger packages and I finally found it. All my fault. I give the seller lots of credit because she went to the ends of the earth to help me locate package (feel so bad!) and she even offered me a refund. The bracelets are very good quality! The jade color is gorgeous! I thought the rose quartz would be more pink-more like it looked in the photos. I hope the seller can forgive me for my mistake! Thank you Apt020 for the pretty bracelets!!
1892,love it! shipping took longer than expected but it's understandable due to the current circumstances
1893,Beautiful!! I loved every detail of it.
1894,"They're super cute, exactly as pictured. They just ended up getting in way too late with the only shipping option due to USPS this year."
1895,Love these! They are perfect 🤩
1896,Beautiful! Arrived quickly and look exactly as pictured. I love them!
1897,I have ordered a number of bracelets from apartment020 and the quality is great!  This one is another beautiful bracelet.  My sister will love it. It's met for her. The service is amazing!
1898,"Amazing! Real stones. Bff loves the gift! Great fit, early delivery!"
1899,So cute! Packaging was perfect
1900,These earrings are SO gorgeous! I got so many compliments for them.
1901,ADORABLE earrings!!! and great packaging:)
1902,Fast shipping and gorgeous earings
1903,"So excited about these beads!! So many beautiful ones, such great value. Can't wait to make something!"
1904,Absolutely beautiful stones.
1905,"Very happy with my purchase. These earrings are the perfect, sweet little studs!"
1906,Absolutely stunning bracelet! I am so happy and excited it came so quickly💕
1907,I got 2 of these. One for myself and one for my mom. Impeccable quality! Beautiful green color and fit is just perfect. I ordered a 3rd one for my sister yesterday. She must have it too.
1908,SO GORGEOUS! These have become my every day wearers and I get compliments wherever I go!!
1909,Very nice beautiful I love the beads. Thanks to the seller.
1910,"GET IT. It looks really good, everybody thinks it is the mejuri one. Only reason it is not 5 stars is because the clasp is not gold plated i guess and has turned brown, I also saw little glimmers of the corroding color on the chains, but mostly it looks like it did when I first got it. (I do wear my necklaces in the shower and swimming though and this one has held up well for the month-ish I've had it.)"
1911,Je les adore :) Elles sont confortables et super service :)
1912,"Beautiful bracelets and the very kind, helpful seller! I was very happy that it came in super pretty gift wrapping too :)"
1913,The bracelets are so beautiful and well made.  Shipping was fast~! The jewelry boxes were gift wrapped so pretty.  Thank you~! :)
1914,Happy with my order! It’s such a beautiful bracelet.
1915,These will be the perfect gift! They are so dainty and perfect.
1916,Very pretty necklaces. Thank you for the super fast shipping!
1917,Christmas gift for DIL she loved them!
1918,So pretty!! My new favorite everyday earrings
1919,"Perfect size, exactly what I was looking for. Thanks!"
1920,"Beautiful quality, fits perfectly! I love the colors and weight, thankyou so much!"
1921,Beautiful!! Love this bracelet so much!
1922,so cute and dainty! Would get again.
1923,Very beautiful bracelet. Love the ombre moonstone and the gold filled accents. Highly recommend this seller!
1924,Would definitely order again. Awesome quality.
1925,Would definitely order again. Awesome quality.
1926,Delivery was timely and the items were delivered in perfect condition.
1927,Very pretty and well made
1928,Bought these for my boyfriend for Christmas and he loved them! They ended up being smaller than anticipated but it actually worked out better for him :)
