reviews,Sentiment
"Ein sehr schöner Anhänger- ich hatte ihn als Geschenk für eine Freundin gekauft, und sie liebt ihn. Ich auch...deshalb habe ich inzwischen auch einen für mich selbst bestellt...",0
Le boucles d'oreilles en argent atlantique est tres jolie. Merci beaucoup.,1
Beautiful gold Ankh Ring made by Michel.  I absolutely love it and had no problems at all with the ordering and delivery service. Very satisfied.,1
Merci pour ce pendentif qui est magnifique ... on ressent et on voit le travail de l'artisan. Le rapport qualité / prix est excellent,1
Bijou superbe !!! je suis ravie et je recommanderai bientôt sur ce site ;),1
This ring was exactly the small size I needed. It has great workmanship and fit perfectly.,1
"the pic here does not show the beauty, I received my ring 
today, and it is very beautiful.  Thank you all, will certainly
purchase more items from this store.",0
Parfait ! Qualité et service au top !,1
"Wonderful pendant, I love it and wear it all the time !",1
"Un cadeau fait a mon mari
Bague de très belle qualité 
Emballage soigner et la bague également très bien protéger 
Reçu le lendemain 
Et surtout fait part un artisan qui a la vocation de son métier c est rare de nos jours 
Et vraiment ravi de cette achat et mon mari ravi
Merci",0
"Ein schön verarbeiteter Atlantis-Ring, der mir persönlich sehr gut gefällt.",0
"Thanks, very good work of are",1
Sublime pendentif de grande qualité. Très satisfaite de mon achat.,0
Tout est parfait. Délai et qualité,1
"Fait main, je suis très satisfait par le travail de l'artisan. Il m'a même contacté pour avoir une confirmation de la taille souhaitée. Merci.",0
"schön. nein, verzögert versandt, wurde aber geklärt.",0
"Super pendentif, on sent la qualité et je suis sûr de son originalité 😊",0
"Superbe bague en argent poli.
Le travail fourni est exceptionnel par rapport au prix, je ne peux que recommander ce monsieur.",1
Excellent quality. Very happy with the rings.,1
"Envoi soigné, très satisfaite. Je recommande.",1
Schön verarbeiteter Atlantis-Ring. Schnelle Lieferung und problemlose Bestellung.,1
"La bague est très belle mais elle est une taille trop grande pour moi.
Puis-je l'échanger SVP.
Bien cordialement,
P. Klipfel",1
Sehr schon gut gearbeitet ichiebe es. merci,0
"Une bague magnifique, la taille correspond exactement à la demande. J'en suis vraiment content, merci beaucoup.",0
Très belle creation !  Rapide rapide et soigné.,1
Beautiful craftmanship!  Shipment arrived safe.,1
"LOVE these earrings! This is the first pair of ear climbers I’ve ever owned, and they’re lovely. I ordered the pearly white color and they came just as pictured. I was concerned they would look odd with my second piercings, but the earring covers them up beautify. The left earring fit perfectly but the right one was a little too curved for my ear shape, so I had to bend it a little bit but now it looks just as good as the left one. They stay in place really well unless they get caught on something (like a hair brush). The gold accent bead makes them even more unique and I love the extra flair that it gives. I’m very pleased with my purchase. Would definitely recommend!",1
"I sadly just discovered the sorcery that IS the “ear climber,” and now I am simply doomed. These are so cute, so simple and so classic, and I am going to be the talk of the town when I flaunt these tomorrow! Thank you!",1
So cute! I love that it actually stays in and doesn't have to be adjusted every 2 seconds!,1
Love!!!,1
I LOVE my new earclimber! Fits my third piercing perfectly. I’ll probably be back for more.,1
Love these gorgeous accessories! Well-crafted and quickly shipped and received. Will def do  repeat business with this shop again in the future!,1
"Seller worked w/ me well... 

Beautiful handmade earring.",1
"Very gorgeous and sexy. I love them, yes you get two for this great price!!",1
Gorgeous. I get so many compliments when I wear this.,1
Beautiful!,1
Love the way it looks.  Thanks!,1
"I love this. Originally ordered it to put on the 2nd piercing on both sides, but if I put it in my lower piercing, I can still put the teardrop earrings from the same shop in my upper piercing-- I love it and get a ton of compliments and questions on where I've obtained my earrings.",1
Beautiful and fits great! Always get compliments :),1
This piece was beautiful! Thank you.,1
Beautiful! These are my favorite earrings!,1
The earrings are lovely!  I've already received so many compliments :),1
These are very delicate I'm attractive earrings. I enjoyed the gold with the turquoise beads. Good quality and fast service.,1
Very cute and unique earrings!  Fast shipping - thanks!,1
I like them but too long for my ear!,1
"My first order arrived partially damaged from shipping. On one of the climbers, the beads had been busted and the metal was severely bent. I contacted the seller to see if I could get a single replacement and the seller quickly sent out a brand new pair, which are in perfect condition and fit my ears snugly. Very pleased with the service and product.",1
Very pretty. Got my earrings on time,1
"I love the concept of the ear climber- it's different from regular earrings and therefore appealing; once in place easy to wear. However, these and others I've tried don't stay in place after a while and must be re-set which is annoying. Do you have any hints to keep them ""climbing the ear""?",0
Fit was just a bit to big.,1
"Wowee, the hype is real.  Absolutely adore these earrings, definitely my new favorites.  The oxidized look is perfect, not overdone.  Very well made.  Shipped crazy fast.  Love this shop.",1
"People make mistakes. How you deal with these mistakes is what makes a good shop a great shop. When I ordered these earrings for my mum, they were smaller than described. I contacted the shop and they told me they hadn't adjusted the descriptions yet so I was right. They offered to sent me a new pair in the right size free of charge and with this they went above and beyond what I expected. Turns out they aren't that much bigger after all.
I would recommend these earrings. However, it is important to keep in mind that the bars are actually a bit smaller (7 mm instead of 1 cm) than described. Also, if the space between the bottom of your earlobes and your piercing is broader than the model in de picture, the leaves of the flower won't stand out as much as they do in the pic. Other than that: nice!",1
